housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,house_id
44.0,2527.0,518.0,1434.0,444.0,3.875,275700.0,NEAR OCEAN,16113
25.0,4229.0,601.0,1634.0,574.0,6.3955,316700.0,NEAR OCEAN,14475
33.0,3656.0,681.0,1698.0,671.0,3.1406,93900.0,INLAND,16221
35.0,2556.0,404.0,946.0,399.0,6.1557,402900.0,NEAR OCEAN,10421
26.0,138.0,23.0,100.0,20.0,4.875,175000.0,<1H OCEAN,8396
22.0,2409.0,582.0,1887.0,578.0,1.4089,94200.0,NEAR OCEAN,14241
14.0,3771.0,1180.0,2355.0,978.0,3.1603,287500.0,<1H OCEAN,5500
12.0,972.0,269.0,1134.0,286.0,1.63,49500.0,INLAND,20060
48.0,2560.0,322.0,921.0,301.0,10.8758,500001.0,NEAR OCEAN,17110
16.0,1057.0,232.0,316.0,221.0,2.7417,91700.0,NEAR OCEAN,15335
12.0,4695.0,1110.0,2153.0,989.0,4.6483,190800.0,<1H OCEAN,10889
25.0,1831.0,345.0,809.0,339.0,4.5179,177100.0,<1H OCEAN,11246
43.0,1004.0,236.0,839.0,235.0,2.81,103400.0,NEAR OCEAN,14854
50.0,3233.0,968.0,1223.0,837.0,1.2041,168100.0,INLAND,12495
30.0,2453.0,573.0,1845.0,530.0,3.7396,210700.0,<1H OCEAN,17504
36.0,4471.0,618.0,1315.0,582.0,11.5706,500001.0,NEAR BAY,9382
38.0,2803.0,500.0,1223.0,509.0,4.119,128800.0,INLAND,16451
38.0,645.0,124.0,265.0,103.0,5.4688,305000.0,NEAR OCEAN,17055
15.0,5480.0,892.0,2009.0,831.0,7.4678,500001.0,NEAR OCEAN,17048
26.0,1151.0,200.0,593.0,188.0,3.6667,166300.0,INLAND,13269
32.0,728.0,134.0,837.0,135.0,4.0769,163900.0,<1H OCEAN,10940
48.0,1690.0,339.0,962.0,317.0,3.2875,221500.0,NEAR OCEAN,16037
40.0,1699.0,346.0,1188.0,329.0,4.2083,147300.0,<1H OCEAN,7971
52.0,2375.0,369.0,930.0,351.0,7.4111,469100.0,<1H OCEAN,6771
33.0,1509.0,352.0,1734.0,336.0,1.625,50300.0,INLAND,19839
27.0,2427.0,403.0,1301.0,438.0,5.0385,277300.0,<1H OCEAN,18000
35.0,1213.0,284.0,742.0,253.0,4.0625,159900.0,<1H OCEAN,8345
32.0,790.0,151.0,380.0,142.0,2.7,165000.0,<1H OCEAN,9464
18.0,2420.0,439.0,1278.0,416.0,5.2101,334000.0,NEAR OCEAN,18590
36.0,452.0,80.0,248.0,83.0,1.9688,226000.0,INLAND,6439
34.0,1576.0,364.0,1153.0,381.0,2.1955,129700.0,NEAR OCEAN,14875
25.0,2691.0,598.0,964.0,373.0,3.9196,142700.0,INLAND,11830
36.0,2024.0,,1030.0,390.0,3.8233,139800.0,NEAR OCEAN,14174
28.0,2223.0,752.0,1271.0,684.0,2.5434,232100.0,<1H OCEAN,4262
37.0,4943.0,851.0,2164.0,788.0,4.1071,311300.0,<1H OCEAN,10970
38.0,1481.0,317.0,1080.0,291.0,2.85,125800.0,NEAR OCEAN,14212
52.0,1540.0,370.0,1136.0,363.0,4.3125,243000.0,NEAR BAY,15919
30.0,1572.0,362.0,1351.0,359.0,3.369,190900.0,<1H OCEAN,11561
22.0,3280.0,933.0,1842.0,795.0,4.4107,232700.0,<1H OCEAN,18194
22.0,2390.0,484.0,1131.0,452.0,2.1458,84700.0,INLAND,18751
10.0,2423.0,356.0,1213.0,347.0,6.5635,346900.0,<1H OCEAN,10161
5.0,3958.0,665.0,2456.0,666.0,5.1647,154700.0,INLAND,13420
52.0,1057.0,276.0,837.0,292.0,2.4531,229000.0,NEAR BAY,15876
16.0,3147.0,765.0,2165.0,690.0,3.5585,284800.0,NEAR OCEAN,15280
12.0,549.0,109.0,209.0,90.0,3.0208,66300.0,INLAND,12320
40.0,1193.0,227.0,570.0,204.0,4.4659,237500.0,NEAR OCEAN,18546
52.0,2229.0,498.0,1079.0,472.0,5.0196,324300.0,NEAR BAY,15845
32.0,1993.0,388.0,1385.0,380.0,3.7258,181900.0,<1H OCEAN,6265
41.0,2665.0,515.0,1664.0,512.0,2.375,113500.0,NEAR OCEAN,14215
39.0,788.0,128.0,413.0,139.0,5.9546,396700.0,INLAND,6738
25.0,1453.0,271.0,695.0,283.0,5.9499,345800.0,<1H OCEAN,8556
21.0,2131.0,329.0,1094.0,353.0,4.6648,193000.0,<1H OCEAN,17358
17.0,3243.0,619.0,1408.0,566.0,2.474,120100.0,INLAND,20106
21.0,2064.0,342.0,1021.0,359.0,4.517,152200.0,INLAND,16494
26.0,788.0,127.0,346.0,125.0,5.0603,185700.0,NEAR OCEAN,14598
21.0,2974.0,495.0,1313.0,461.0,4.4886,135400.0,INLAND,19668
42.0,2174.0,420.0,1304.0,464.0,3.1429,286500.0,<1H OCEAN,17938
52.0,849.0,276.0,582.0,222.0,3.4671,250000.0,NEAR BAY,15784
33.0,1829.0,512.0,1345.0,500.0,3.1629,198900.0,<1H OCEAN,3704
37.0,350.0,115.0,342.0,111.0,3.0687,200000.0,<1H OCEAN,5847
11.0,2786.0,480.0,1250.0,450.0,4.5,222600.0,<1H OCEAN,15379
10.0,2591.0,486.0,1255.0,425.0,3.1513,154300.0,<1H OCEAN,12187
52.0,662.0,160.0,520.0,149.0,0.8928,55000.0,INLAND,20593
29.0,3429.0,524.0,1518.0,520.0,7.218,400700.0,<1H OCEAN,18110
42.0,1518.0,383.0,656.0,303.0,1.4952,69800.0,NEAR OCEAN,9457
35.0,1248.0,206.0,551.0,185.0,5.6426,348200.0,<1H OCEAN,8711
20.0,4810.0,1074.0,1304.0,740.0,2.25,248100.0,INLAND,12358
17.0,6111.0,1171.0,2950.0,1104.0,3.2852,98800.0,INLAND,9595
19.0,2807.0,883.0,1546.0,815.0,2.6375,233800.0,<1H OCEAN,8431
36.0,1212.0,255.0,569.0,256.0,2.0048,72900.0,INLAND,13143
33.0,213.0,36.0,91.0,33.0,4.9167,187500.0,NEAR BAY,9939
29.0,1585.0,542.0,1019.0,487.0,2.7072,375000.0,<1H OCEAN,8912
28.0,5096.0,1011.0,2588.0,954.0,5.357,355200.0,<1H OCEAN,17964
23.0,2062.0,376.0,1302.0,379.0,4.0109,145700.0,NEAR OCEAN,15322
19.0,2570.0,820.0,1431.0,608.0,1.275,56100.0,INLAND,2781
23.0,1333.0,393.0,1369.0,381.0,2.5947,232600.0,<1H OCEAN,17247
9.0,1160.0,368.0,735.0,325.0,1.119,175000.0,<1H OCEAN,11201
35.0,2118.0,374.0,1108.0,360.0,3.4327,100300.0,INLAND,9059
52.0,3149.0,719.0,1145.0,658.0,4.625,500001.0,NEAR BAY,15672
37.0,1709.0,278.0,744.0,274.0,3.7188,116600.0,INLAND,13601
52.0,144.0,54.0,89.0,48.0,1.0096,162500.0,NEAR BAY,9887
11.0,12557.0,3098.0,2453.0,1232.0,1.7844,78500.0,INLAND,12326
36.0,2463.0,447.0,1125.0,424.0,6.0176,352700.0,<1H OCEAN,8751
36.0,1692.0,263.0,778.0,278.0,5.0865,349600.0,<1H OCEAN,5831
41.0,465.0,130.0,349.0,138.0,2.0893,112500.0,INLAND,13316
36.0,1275.0,227.0,530.0,245.0,3.875,133600.0,INLAND,12729
30.0,2143.0,427.0,1107.0,416.0,4.2321,252200.0,INLAND,6468
25.0,5775.0,1225.0,3580.0,1138.0,3.9187,314900.0,<1H OCEAN,17978
37.0,1956.0,402.0,1265.0,397.0,2.3023,91900.0,INLAND,19399
14.0,5232.0,810.0,3041.0,839.0,5.826,247900.0,<1H OCEAN,10387
16.0,2343.0,393.0,2007.0,383.0,5.756,302700.0,<1H OCEAN,20394
52.0,2204.0,498.0,899.0,445.0,4.1765,393900.0,NEAR OCEAN,8287
36.0,1412.0,260.0,792.0,268.0,2.3056,90400.0,NEAR BAY,18917
11.0,13796.0,2372.0,6000.0,2250.0,3.8776,124500.0,INLAND,12958
8.0,6463.0,1095.0,3213.0,1031.0,3.2215,108800.0,INLAND,13884
2.0,7544.0,1516.0,2801.0,1001.0,4.0037,245200.0,INLAND,13368
31.0,3894.0,1017.0,3590.0,962.0,2.0437,137200.0,<1H OCEAN,8482
34.0,1290.0,220.0,867.0,241.0,5.5486,218100.0,<1H OCEAN,11172
30.0,1677.0,372.0,1021.0,332.0,3.5859,199700.0,<1H OCEAN,7102
30.0,1737.0,381.0,1177.0,347.0,1.9875,56400.0,INLAND,16298
30.0,3615.0,760.0,2813.0,752.0,5.3849,217700.0,<1H OCEAN,7641
10.0,2554.0,501.0,922.0,439.0,2.1094,164000.0,INLAND,20118
26.0,1584.0,295.0,846.0,295.0,3.375,156300.0,<1H OCEAN,19147
26.0,1991.0,330.0,1014.0,304.0,4.3068,240100.0,<1H OCEAN,15404
41.0,1150.0,249.0,729.0,260.0,3.5491,261100.0,<1H OCEAN,17919
5.0,2185.0,488.0,1379.0,458.0,3.7917,103000.0,INLAND,13399
39.0,1360.0,368.0,589.0,338.0,2.1691,150000.0,INLAND,12491
36.0,1527.0,309.0,1154.0,279.0,3.3095,105500.0,<1H OCEAN,7607
18.0,3612.0,737.0,1864.0,713.0,2.7069,153800.0,<1H OCEAN,15142
28.0,1650.0,210.0,557.0,211.0,7.6632,204800.0,INLAND,11900
18.0,9374.0,1780.0,1678.0,919.0,3.9737,235600.0,INLAND,12359
36.0,2219.0,393.0,1042.0,396.0,5.2299,239800.0,<1H OCEAN,8150
18.0,1859.0,251.0,747.0,256.0,7.732,173200.0,INLAND,13689
17.0,5282.0,1605.0,4116.0,1574.0,3.052,209800.0,<1H OCEAN,5787
4.0,3226.0,838.0,1666.0,800.0,4.1652,184500.0,<1H OCEAN,10622
30.0,1721.0,399.0,1878.0,382.0,2.5363,83900.0,INLAND,19512
27.0,1245.0,471.0,653.0,451.0,1.2668,225000.0,NEAR OCEAN,14335
11.0,1802.0,440.0,630.0,428.0,2.0337,146700.0,<1H OCEAN,14724
52.0,24.0,6.0,46.0,7.0,1.625,67500.0,INLAND,6349
34.0,2782.0,502.0,1219.0,507.0,5.0779,333900.0,NEAR BAY,9369
15.0,868.0,244.0,1133.0,253.0,2.0995,87500.0,<1H OCEAN,17401
48.0,1274.0,313.0,971.0,291.0,3.7738,220600.0,<1H OCEAN,17566
16.0,1593.0,353.0,836.0,357.0,2.726,67500.0,NEAR OCEAN,20311
6.0,1565.0,599.0,3157.0,629.0,2.9271,123200.0,<1H OCEAN,10905
32.0,2885.0,595.0,1509.0,590.0,3.1795,125600.0,INLAND,11940
20.0,3678.0,684.0,1882.0,694.0,4.1607,196800.0,<1H OCEAN,20453
33.0,3581.0,734.0,1780.0,663.0,4.3429,214300.0,NEAR OCEAN,18597
16.0,1868.0,285.0,995.0,284.0,5.9053,260500.0,<1H OCEAN,18461
36.0,1311.0,259.0,648.0,268.0,3.4545,161200.0,<1H OCEAN,19196
33.0,3687.0,852.0,3091.0,852.0,2.6506,162600.0,NEAR BAY,17117
5.0,8149.0,1913.0,2933.0,1616.0,3.6788,178800.0,INLAND,12813
17.0,1834.0,390.0,1253.0,357.0,3.1028,106400.0,INLAND,13414
24.0,979.0,201.0,723.0,205.0,2.5926,72300.0,INLAND,12628
36.0,1089.0,182.0,535.0,170.0,4.69,252600.0,<1H OCEAN,18025
13.0,3487.0,1131.0,3749.0,1072.0,2.1602,221900.0,<1H OCEAN,5815
24.0,3663.0,828.0,2718.0,778.0,3.2757,186000.0,<1H OCEAN,20147
48.0,2675.0,585.0,1773.0,540.0,3.9565,268500.0,NEAR BAY,15952
36.0,1199.0,260.0,665.0,229.0,3.7065,62000.0,INLAND,13815
23.0,5069.0,770.0,2473.0,769.0,6.3047,285700.0,<1H OCEAN,11477
36.0,1929.0,526.0,974.0,491.0,1.7622,205800.0,NEAR OCEAN,14398
43.0,515.0,146.0,445.0,140.0,1.6094,93000.0,NEAR OCEAN,14820
20.0,1454.0,326.0,624.0,262.0,1.925,65500.0,INLAND,12453
14.0,1405.0,269.0,660.0,228.0,3.0804,156800.0,INLAND,10008
14.0,5983.0,1224.0,3255.0,1150.0,2.5902,111500.0,INLAND,13519
35.0,1477.0,264.0,852.0,279.0,3.1786,100600.0,NEAR OCEAN,14185
39.0,2124.0,661.0,1365.0,606.0,1.6642,281300.0,NEAR OCEAN,18549
22.0,4255.0,971.0,2901.0,920.0,3.2636,180200.0,<1H OCEAN,11277
36.0,1469.0,400.0,1271.0,340.0,1.043,90100.0,NEAR OCEAN,14274
14.0,2816.0,501.0,1448.0,452.0,5.0278,210900.0,<1H OCEAN,15571
15.0,2116.0,524.0,866.0,519.0,2.7388,111600.0,INLAND,13004
16.0,2595.0,606.0,1046.0,367.0,1.7137,110700.0,INLAND,15599
15.0,3141.0,664.0,1729.0,633.0,4.2165,234600.0,<1H OCEAN,11461
37.0,1593.0,303.0,1030.0,287.0,3.9306,260700.0,<1H OCEAN,18484
11.0,4103.0,882.0,356.0,171.0,2.1029,99100.0,INLAND,19976
32.0,1691.0,353.0,1457.0,329.0,1.8438,66600.0,INLAND,13499
36.0,1818.0,323.0,953.0,298.0,3.3153,99000.0,INLAND,18953
30.0,1971.0,645.0,2650.0,605.0,2.0357,169900.0,<1H OCEAN,7288
33.0,1587.0,374.0,1159.0,331.0,2.8021,195100.0,<1H OCEAN,11113
52.0,893.0,159.0,367.0,160.0,3.2386,213200.0,INLAND,12501
32.0,965.0,183.0,568.0,188.0,3.8611,93900.0,INLAND,12830
15.0,4760.0,871.0,2459.0,734.0,2.811,142100.0,<1H OCEAN,16611
15.0,4363.0,690.0,2410.0,666.0,5.4824,179700.0,INLAND,13218
43.0,1009.0,225.0,604.0,218.0,1.6641,67000.0,INLAND,12772
30.0,2879.0,403.0,1109.0,414.0,6.9324,364700.0,<1H OCEAN,11602
4.0,15029.0,2279.0,5613.0,1696.0,7.2731,450400.0,NEAR OCEAN,15184
29.0,2045.0,398.0,912.0,368.0,3.0189,144100.0,<1H OCEAN,15076
44.0,2527.0,518.0,1434.0,444.0,3.875,275700.0,NEAR OCEAN,16113
24.0,4639.0,1374.0,3093.0,1257.0,2.5577,202300.0,<1H OCEAN,11161
52.0,2059.0,345.0,800.0,308.0,4.97,500001.0,NEAR OCEAN,16908
23.0,3200.0,907.0,2029.0,866.0,3.5649,450000.0,<1H OCEAN,18204
32.0,5578.0,753.0,1567.0,697.0,15.0001,500001.0,<1H OCEAN,5243
52.0,1911.0,415.0,777.0,412.0,2.2429,221100.0,NEAR OCEAN,14297
38.0,725.0,190.0,219.0,115.0,1.625,75000.0,INLAND,11861
22.0,5416.0,1271.0,2260.0,1184.0,3.8038,174500.0,<1H OCEAN,11526
52.0,851.0,190.0,731.0,190.0,1.9044,64900.0,INLAND,13553
18.0,7334.0,1332.0,3339.0,1271.0,3.235,124700.0,INLAND,12956
48.0,1408.0,295.0,891.0,269.0,3.8333,296300.0,NEAR OCEAN,16096
19.0,2248.0,427.0,1207.0,368.0,2.817,110000.0,<1H OCEAN,12183
15.0,4173.0,804.0,2393.0,713.0,2.4662,118300.0,INLAND,12177
44.0,537.0,173.0,355.0,194.0,2.8571,250000.0,NEAR OCEAN,16933
16.0,2921.0,639.0,1838.0,540.0,2.2393,117000.0,<1H OCEAN,15386
28.0,1673.0,385.0,1434.0,371.0,2.0586,40900.0,INLAND,20006
16.0,1244.0,242.0,696.0,236.0,3.6369,158700.0,<1H OCEAN,19142
24.0,5372.0,1051.0,3002.0,992.0,3.0652,131100.0,<1H OCEAN,9507
6.0,4405.0,717.0,2071.0,688.0,5.8151,295600.0,<1H OCEAN,864
35.0,3306.0,680.0,1742.0,673.0,3.7109,109100.0,INLAND,11932
24.0,2863.0,734.0,1583.0,682.0,3.1981,215300.0,NEAR BAY,9275
38.0,1349.0,344.0,547.0,309.0,3.2159,383300.0,<1H OCEAN,8831
15.0,3254.0,598.0,1772.0,618.0,5.0417,240800.0,<1H OCEAN,7881
13.0,3684.0,604.0,1767.0,585.0,3.7478,113500.0,INLAND,13872
14.0,6277.0,1742.0,3025.0,1630.0,4.0653,234200.0,<1H OCEAN,17587
31.0,1484.0,314.0,1163.0,336.0,2.625,72100.0,INLAND,16299
6.0,1580.0,288.0,792.0,265.0,4.0469,162400.0,<1H OCEAN,15332
14.0,1078.0,261.0,382.0,171.0,3.7083,210000.0,NEAR OCEAN,9790
22.0,1311.0,319.0,1455.0,340.0,2.2813,67300.0,INLAND,9545
17.0,1787.0,330.0,1341.0,314.0,2.875,112500.0,NEAR OCEAN,14674
52.0,5783.0,2747.0,4518.0,2538.0,1.724,225000.0,NEAR BAY,15660
23.0,4535.0,955.0,3881.0,930.0,3.6275,154100.0,<1H OCEAN,6294
13.0,3883.0,763.0,1816.0,682.0,2.8102,144400.0,INLAND,10024
28.0,371.0,71.0,171.0,70.0,0.9614,55700.0,INLAND,16417
17.0,3640.0,830.0,3537.0,807.0,3.4784,152200.0,INLAND,6143
13.0,3487.0,1131.0,3749.0,1072.0,2.1602,221900.0,<1H OCEAN,5815
37.0,2586.0,495.0,1208.0,502.0,4.3214,342700.0,NEAR OCEAN,17103
20.0,1106.0,494.0,851.0,448.0,0.8894,350000.0,<1H OCEAN,17533
21.0,2066.0,393.0,919.0,395.0,3.267,176200.0,<1H OCEAN,19233
18.0,2067.0,770.0,870.0,541.0,3.1315,137500.0,<1H OCEAN,11178
41.0,1420.0,338.0,640.0,314.0,2.9306,360300.0,NEAR OCEAN,14454
4.0,4289.0,682.0,1981.0,705.0,5.3366,165100.0,INLAND,13680
18.0,4215.0,810.0,2104.0,773.0,4.0873,146900.0,<1H OCEAN,15144
25.0,1607.0,280.0,899.0,260.0,3.8194,134400.0,NEAR OCEAN,14778
23.0,608.0,143.0,281.0,108.0,2.9306,70000.0,INLAND,9453
14.0,885.0,223.0,533.0,224.0,2.5966,109300.0,NEAR OCEAN,17427
36.0,2038.0,343.0,1066.0,346.0,5.197,195700.0,<1H OCEAN,10194
7.0,9759.0,1816.0,2933.0,1168.0,3.4912,157700.0,INLAND,13982
52.0,2187.0,284.0,733.0,274.0,9.5823,406200.0,<1H OCEAN,5739
38.0,1166.0,223.0,584.0,225.0,3.6667,244400.0,<1H OCEAN,19292
8.0,1904.0,255.0,895.0,242.0,5.7201,155700.0,INLAND,16346
21.0,1872.0,302.0,870.0,301.0,3.725,84700.0,INLAND,20595
19.0,552.0,129.0,314.0,106.0,3.2125,185400.0,INLAND,9094
20.0,4461.0,864.0,2042.0,808.0,4.7083,217700.0,<1H OCEAN,17966
34.0,4613.0,749.0,2050.0,725.0,5.3922,302900.0,<1H OCEAN,17659
11.0,1265.0,224.0,573.0,205.0,3.3603,162500.0,INLAND,10026
16.0,3913.0,565.0,1752.0,557.0,7.3644,419700.0,NEAR BAY,16999
45.0,3066.0,659.0,1287.0,625.0,3.5804,324400.0,<1H OCEAN,6697
13.0,3719.0,803.0,1754.0,764.0,2.3517,88900.0,INLAND,19753
43.0,1357.0,349.0,1657.0,331.0,2.0819,111800.0,<1H OCEAN,7379
38.0,2308.0,425.0,1272.0,406.0,3.6083,134200.0,NEAR BAY,9896
36.0,2223.0,361.0,942.0,331.0,4.6806,152400.0,INLAND,13741
37.0,2344.0,631.0,2195.0,610.0,2.7022,151900.0,<1H OCEAN,7226
23.0,1986.0,278.0,826.0,260.0,7.7752,380000.0,<1H OCEAN,10324
27.0,848.0,300.0,455.0,298.0,3.0774,275000.0,NEAR OCEAN,14430
29.0,1312.0,267.0,922.0,255.0,3.1902,202400.0,<1H OCEAN,11559
7.0,2221.0,548.0,1440.0,501.0,2.2368,154600.0,<1H OCEAN,15376
31.0,840.0,154.0,429.0,150.0,2.4063,170200.0,INLAND,19409
43.0,1452.0,397.0,897.0,393.0,4.1319,322700.0,NEAR BAY,15727
40.0,1083.0,319.0,1843.0,349.0,2.3077,106900.0,NEAR OCEAN,20260
35.0,2703.0,654.0,1383.0,631.0,4.5278,340400.0,NEAR OCEAN,17204
24.0,979.0,201.0,723.0,205.0,2.5926,72300.0,INLAND,12628
37.0,1269.0,340.0,1369.0,302.0,2.2102,87200.0,NEAR OCEAN,14264
18.0,2229.0,346.0,1088.0,352.0,6.3525,278300.0,NEAR OCEAN,15256
43.0,284.0,65.0,167.0,68.0,4.25,207500.0,NEAR OCEAN,8076
36.0,1138.0,238.0,878.0,224.0,2.0625,134400.0,<1H OCEAN,7554
52.0,3080.0,545.0,975.0,495.0,3.776,164500.0,INLAND,12467
36.0,880.0,177.0,795.0,188.0,3.8194,159400.0,NEAR BAY,17122
24.0,6260.0,1271.0,3132.0,1189.0,2.5156,103000.0,INLAND,13763
43.0,1269.0,297.0,946.0,285.0,2.1447,133300.0,NEAR OCEAN,14615
25.0,1170.0,259.0,804.0,257.0,1.3889,50200.0,INLAND,19949
17.0,1682.0,332.0,887.0,316.0,1.8438,76400.0,INLAND,18782
8.0,8302.0,1461.0,5155.0,1370.0,4.0467,121500.0,INLAND,12136
17.0,89.0,19.0,79.0,21.0,2.375,155000.0,INLAND,12441
17.0,4034.0,611.0,1158.0,560.0,8.2069,442500.0,<1H OCEAN,18052
25.0,2795.0,596.0,1650.0,569.0,3.0078,87100.0,INLAND,13529
37.0,2155.0,446.0,1255.0,428.0,3.8438,250700.0,NEAR OCEAN,16802
22.0,3522.0,543.0,1706.0,524.0,6.4685,241200.0,<1H OCEAN,11098
28.0,2784.0,736.0,1534.0,685.0,3.38,285400.0,NEAR OCEAN,16924
24.0,2834.0,470.0,1815.0,471.0,4.7357,162500.0,INLAND,13206
35.0,871.0,145.0,354.0,154.0,4.3214,341800.0,NEAR OCEAN,17271
29.0,1617.0,235.0,758.0,246.0,7.7932,469900.0,NEAR OCEAN,17105
52.0,1207.0,152.0,465.0,162.0,10.7569,500001.0,NEAR BAY,15997
9.0,6333.0,1355.0,3265.0,1265.0,3.0217,160900.0,INLAND,19448
37.0,1704.0,361.0,902.0,356.0,1.9837,62300.0,INLAND,12602
10.0,2502.0,573.0,1152.0,481.0,1.7062,86800.0,INLAND,13931
33.0,2729.0,549.0,2223.0,535.0,4.0362,177900.0,<1H OCEAN,11299
31.0,2668.0,812.0,1398.0,721.0,1.125,110400.0,INLAND,16193
8.0,4114.0,710.0,2268.0,716.0,4.4085,139400.0,INLAND,11794
19.0,928.0,317.0,845.0,319.0,1.6318,187500.0,NEAR OCEAN,15314
21.0,9565.0,2289.0,3162.0,1831.0,4.7024,345400.0,<1H OCEAN,10747
9.0,3603.0,786.0,1782.0,718.0,3.2604,93300.0,INLAND,13681
50.0,1441.0,283.0,1159.0,286.0,4.5417,233700.0,NEAR OCEAN,16744
2.0,2569.0,431.0,1232.0,388.0,4.3651,145600.0,<1H OCEAN,12204
28.0,2279.0,671.0,1166.0,623.0,1.95,150000.0,NEAR OCEAN,14055
26.0,3185.0,658.0,2444.0,626.0,1.56,67600.0,INLAND,12796
33.0,2683.0,436.0,1520.0,456.0,5.0091,211500.0,<1H OCEAN,11568
45.0,3066.0,659.0,1287.0,625.0,3.5804,324400.0,<1H OCEAN,6697
52.0,1842.0,339.0,1032.0,357.0,5.5563,250800.0,NEAR BAY,15907
35.0,2002.0,378.0,1726.0,387.0,3.9613,182300.0,<1H OCEAN,11348
23.0,1326.0,300.0,722.0,263.0,2.1856,107800.0,INLAND,13465
28.0,4001.0,1352.0,1799.0,1220.0,2.5784,272900.0,<1H OCEAN,8843
24.0,2159.0,369.0,1141.0,355.0,3.9853,90400.0,INLAND,12829
25.0,2999.0,439.0,1396.0,458.0,5.6973,164800.0,INLAND,12006
12.0,9966.0,1517.0,5008.0,1492.0,4.5625,171300.0,INLAND,11977
23.0,1843.0,273.0,818.0,276.0,4.4695,214700.0,INLAND,13021
52.0,2501.0,757.0,1081.0,708.0,1.5872,157500.0,INLAND,12496
45.0,1436.0,374.0,662.0,292.0,3.625,329400.0,<1H OCEAN,5523
30.0,2492.0,406.0,1250.0,431.0,5.5277,197100.0,NEAR OCEAN,14586
24.0,3668.0,890.0,3151.0,810.0,3.0526,183300.0,<1H OCEAN,3471
14.0,2307.0,650.0,5723.0,615.0,2.1652,37500.0,NEAR OCEAN,17461
10.0,17286.0,4952.0,9851.0,4616.0,1.7579,103400.0,INLAND,12107
16.0,2734.0,501.0,1413.0,484.0,2.8085,105700.0,INLAND,18789
26.0,3773.0,694.0,2103.0,688.0,4.6937,198000.0,INLAND,5935
29.0,1813.0,501.0,1170.0,482.0,2.0677,214500.0,<1H OCEAN,11284
23.0,2681.0,717.0,1279.0,648.0,2.1597,116100.0,NEAR OCEAN,14069
7.0,2125.0,508.0,1358.0,464.0,3.6312,147600.0,INLAND,16582
24.0,3241.0,461.0,1567.0,446.0,5.5983,233300.0,<1H OCEAN,20467
17.0,2980.0,539.0,1531.0,505.0,3.1553,250000.0,<1H OCEAN,15393
35.0,2563.0,530.0,861.0,371.0,2.325,80600.0,INLAND,2796
10.0,1621.0,318.0,866.0,283.0,3.5,104300.0,INLAND,19746
46.0,1230.0,247.0,895.0,257.0,5.3913,248900.0,NEAR BAY,15965
44.0,1487.0,273.0,972.0,281.0,3.2292,86100.0,INLAND,13542
40.0,1958.0,333.0,876.0,364.0,3.6406,326100.0,<1H OCEAN,10784
10.0,2815.0,431.0,1181.0,398.0,6.5743,278700.0,<1H OCEAN,10625
29.0,227.0,45.0,112.0,41.0,6.4469,271400.0,NEAR OCEAN,18508
24.0,1296.0,384.0,850.0,367.0,2.7545,231300.0,NEAR OCEAN,10434
21.0,2471.0,473.0,1753.0,451.0,4.025,293800.0,INLAND,13150
19.0,3000.0,628.0,2202.0,590.0,2.5141,67400.0,INLAND,19828
47.0,2312.0,332.0,1044.0,282.0,9.459,500001.0,NEAR BAY,17139
23.0,505.0,124.0,163.0,129.0,1.3696,275000.0,INLAND,19538
28.0,4518.0,578.0,1489.0,559.0,11.3176,500001.0,NEAR OCEAN,17162
19.0,3103.0,918.0,2033.0,738.0,2.6961,212500.0,<1H OCEAN,8432
48.0,592.0,122.0,340.0,143.0,5.966,315200.0,NEAR BAY,16737
24.0,962.0,146.0,492.0,155.0,7.2861,328000.0,<1H OCEAN,17801
52.0,351.0,81.0,308.0,75.0,2.6667,325000.0,NEAR BAY,15872
27.0,3316.0,636.0,2362.0,532.0,2.9569,65900.0,INLAND,12346
10.0,1823.0,590.0,2176.0,548.0,1.5026,151800.0,<1H OCEAN,10941
33.0,2771.0,659.0,1496.0,581.0,3.4042,353600.0,NEAR BAY,18258
20.0,3494.0,549.0,1673.0,541.0,5.5718,185200.0,INLAND,9953
24.0,1948.0,362.0,1286.0,364.0,3.6,139300.0,INLAND,13196
24.0,1698.0,297.0,676.0,273.0,5.2017,364600.0,<1H OCEAN,10153
36.0,1759.0,295.0,837.0,267.0,4.6992,251900.0,<1H OCEAN,7702
41.0,1806.0,408.0,1146.0,374.0,2.9643,162200.0,<1H OCEAN,7457
29.0,1315.0,279.0,926.0,249.0,2.9375,144800.0,<1H OCEAN,16711
52.0,361.0,76.0,168.0,55.0,3.2292,275000.0,NEAR BAY,15781
35.0,2693.0,493.0,1343.0,455.0,6.0777,327500.0,<1H OCEAN,18157
28.0,3085.0,552.0,1277.0,512.0,4.5795,262800.0,<1H OCEAN,17597
35.0,1792.0,322.0,978.0,326.0,4.9583,342800.0,<1H OCEAN,8724
17.0,2828.0,506.0,673.0,274.0,5.2563,144100.0,INLAND,13952
23.0,1127.0,225.0,215.0,85.0,3.4844,143800.0,INLAND,11868
45.0,370.0,84.0,167.0,70.0,1.4853,101800.0,INLAND,16520
28.0,1562.0,648.0,1974.0,597.0,1.9766,112500.0,<1H OCEAN,4299
48.0,1892.0,333.0,804.0,352.0,4.0625,143200.0,INLAND,16452
38.0,240.0,29.0,63.0,34.0,12.2547,500001.0,NEAR BAY,9419
